emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest,income_group,loan_to_income,credit_utilization_rate,debt_burden
0,MI,RENT,28.52,80000.0,15,185073,142263,39200,15000,10.42,486.98,B,13555.33,494.57,High,0.19,0.77,29.29
1,CO,RENT,10.94,70000.0,16,71138,18689,36200,15600,10.42,506.45,B,13712.55,626.74,Low,0.22,0.26,11.2
10,MN,MORTGAGE,9.87,85000.0,7,355490,39041,29300,16000,9.92,339.33,B,15272.22,381.39,High,0.19,0.11,9.98
10,CA,RENT,23.22,49000.0,22,358026,63446,46900,16000,10.41,343.19,B,15381.5,392.56,Low,0.33,0.18,23.4
10,NV,RENT,3.07,50000.0,3,7900,3925,7900,4800,11.99,159.41,B,4347.47,199.09,Low,0.1,0.5,3.57
7,CA,MORTGAGE,21.04,75000.0,15,464904,43934,65900,20000,9.93,644.69,B,16357.58,635.51,High,0.27,0.09,21.13
0,TX,RENT,9.72,40000.0,10,54211,32053,27700,6000,10.41,194.77,B,5568.11,145.48,Low,0.15,0.59,10.31
10,TX,MORTGAGE,27.93,100000.0,20,261246,79695,22000,39425,10.9,855.24,B,37920.02,1036.87,High,0.39,0.31,28.24
4,MN,MORTGAGE,8.74,160000.0,12,409810,43231,43800,24000,9.93,773.63,B,21671.17,739.21,High,0.15,0.11,8.85
1,CA,MORTGAGE,1.07,28000.0,3,7000,75,7000,6500,10.9,212.5,B,6191.69,108.82,Low,0.23,0.01,1.08
3,GA,OWN,5.51,130000.0,3,26000,13572,12000,36000,10.41,1168.57,B,33408.84,893.73,High,0.28,0.52,6.03
9,NY,RENT,14.64,35000.0,14,62866,28040,36400,3000,11.98,99.62,B,2788.9,83.77,Low,0.09,0.45,15.09
10,MA,RENT,9.37,92000.0,11,44560,24203,23600,10000,10.41,324.61,B,9522.22,165.66,High,0.11,0.54,9.91
9,NJ,MORTGAGE,25.17,86500.0,17,400642,73626,25100,15000,9.44,314.59,B,14001.46,566.54,High,0.17,0.18,25.35
7,CA,RENT,17.44,62000.0,7,27000,19272,9900,20000,11.99,664.2,B,18592.93,665.47,Low,0.32,0.71,18.15
2,NY,RENT,8.51,8500.0,14,16300,2030,12400,7000,11.99,232.47,B,5402.59,308.26,Low,0.82,0.12,8.63
8,CT,RENT,1.63,72000.0,1,7500,2840,7500,20000,11.99,444.79,B,18750.5,961.13,High,0.28,0.38,2.01
10,PA,MORTGAGE,18.48,58000.0,8,190462,30328,29000,15000,10.42,321.82,B,14223.68,502.28,Low,0.26,0.16,18.64
7,GA,MORTGAGE,33.46,75000.0,10,196451,93950,12500,4800,11.99,159.41,B,4231.5,225.35,High,0.06,0.48,33.94
6,VA,MORTGAGE,22.33,43000.0,9,310992,16257,4800,18000,9.43,377.42,B,17286.51,418.77,Low,0.42,0.05,22.38
10,IN,MORTGAGE,20.55,55000.0,5,154069,11150,0,5600,9.43,179.21,B,5191.19,125.89,Low,0.1,0.07,20.62
3,CA,RENT,9.69,54000.0,8,24788,16486,5700,10000,9.44,320.05,B,8773.94,368.95,Low,0.19,0.67,10.36
10,OH,MORTGAGE,5.39,57000.0,7,79869,7498,8400,9000,9.44,288.05,B,8120.69,268.17,Low,0.16,0.09,5.48
4,IN,MORTGAGE,7.91,130000.0,19,380547,16799,65800,12000,9.92,254.5,B,0.0,4.14,High,0.09,0.04,7.95
3,NJ,RENT,11.68,45000.0,8,24900,17234,22200,10000,10.9,326.92,B,8881.64,256.34,Low,0.22,0.69,12.37
10,AZ,MORTGAGE,19.28,60000.0,10,191656,30562,17700,12000,10.91,392.36,B,10851.41,413.58,Low,0.2,0.16,19.44
8,NC,RENT,6.4,30000.0,3,7100,5106,7100,8000,10.41,259.69,B,7424.16,198.6,Low,0.27,0.72,7.12
10,NV,MORTGAGE,36.86,38000.0,7,205145,55041,11100,5000,9.44,160.03,B,4386.95,184.48,Low,0.13,0.27,37.13
0,MA,RENT,10.23,40000.0,6,49020,12629,43100,7000,10.42,227.26,B,6101.48,271.95,Low,0.18,0.26,10.49
4,NY,OWN,28.95,55000.0,21,178963,44304,39900,10000,9.43,320.01,B,9270.01,224.8,Low,0.18,0.25,29.2
10,FL,RENT,33.22,65000.0,19,157340,65335,75500,26000,11.98,578.1,B,24706.66,1001.76,Low,0.4,0.42,33.64
10,AR,MORTGAGE,19.32,51000.0,3,203258,48820,17400,15000,10.91,490.45,B,13564.27,507.89,Low,0.29,0.24,19.56
9,AL,MORTGAGE,5.95,50622.0,11,168011,71721,7600,5600,9.44,179.23,B,0.0,44.05,Low,0.11,0.43,6.38
10,FL,MORTGAGE,9.17,80000.0,12,42648,18328,21900,7500,9.44,240.04,B,6580.45,272.78,High,0.09,0.43,9.6
2,GA,MORTGAGE,17.51,140000.0,7,425018,96587,30500,10000,11.99,332.1,B,8815.65,469.49,High,0.07,0.23,17.74
9,MA,MORTGAGE,29.43,100000.0,9,471400,93782,33700,10500,10.9,343.26,B,10001.98,182.14,High,0.1,0.2,29.63
0,TX,MORTGAGE,20.25,40000.0,13,132817,131726,10000,7000,11.98,232.44,B,6673.26,142.8,Low,0.18,0.99,21.24
2,GA,OWN,18.73,72800.0,18,368376,43546,13000,20000,11.99,664.2,B,18114.51,757.99,High,0.27,0.12,18.85
10,MO,MORTGAGE,29.19,84500.0,11,312460,67856,90200,20400,10.9,442.53,B,19621.28,536.52,High,0.24,0.22,29.41
5,NJ,RENT,17.75,73000.0,10,71684,44532,24800,14000,9.93,296.98,B,13079.24,556.42,High,0.19,0.62,18.37
1,MA,RENT,12.62,70000.0,13,94090,74215,15500,6025,10.41,195.58,B,5591.32,149.58,Low,0.09,0.79,13.41
0,TX,MORTGAGE,9.03,200000.0,7,414105,48277,25200,35000,10.41,1136.11,B,32483.0,850.85,High,0.18,0.12,9.15
3,VA,MORTGAGE,44.53,27840.0,10,82848,71725,8400,16000,10.91,347.17,B,15003.29,546.15,Low,0.57,0.87,45.4
10,NJ,OWN,9.19,230000.0,8,441037,53298,38500,12000,10.91,392.36,B,10851.41,413.58,High,0.05,0.12,9.31
10,NY,MORTGAGE,10.34,65000.0,9,38843,3335,10700,10000,9.44,209.73,B,9469.53,303.21,Low,0.15,0.09,10.43
1,IL,RENT,12.59,100000.0,11,59211,47055,11600,13000,10.91,282.07,B,12336.2,444.78,High,0.13,0.79,13.38
10,CA,RENT,24.61,71000.0,21,158444,54288,82000,16000,10.41,519.37,B,14457.8,526.03,High,0.23,0.34,24.95
10,CA,MORTGAGE,5.17,93000.0,7,387140,15083,23500,20000,10.42,649.3,B,18072.54,646.58,High,0.22,0.04,5.21
3,CT,MORTGAGE,14.74,60000.0,13,166146,23762,17300,11500,10.91,376.01,B,10117.82,483.93,Low,0.19,0.14,14.88
4,NJ,OWN,3.81,34320.0,5,99250,1162,3200,5000,9.44,160.03,B,4511.49,148.99,Low,0.15,0.01,3.82
2,CO,MORTGAGE,13.33,104000.0,15,527225,35817,133400,37000,9.44,775.99,B,35037.3,1102.45,High,0.36,0.07,13.4
7,ID,MORTGAGE,37.61,80000.0,15,431315,117722,39600,6000,10.41,194.77,B,5713.32,99.39,High,0.08,0.27,37.88
10,CO,MORTGAGE,3.67,88000.0,21,259915,14387,70800,17000,9.43,356.46,B,16326.13,386.6,High,0.19,0.06,3.73
2,WA,RENT,9.41,38411.0,12,68553,56754,0,16000,10.91,523.14,B,14468.58,551.44,Low,0.42,0.83,10.24
10,TX,MORTGAGE,18.52,71487.0,7,236141,61100,4900,6500,10.42,211.03,B,0.0,2.35,High,0.09,0.26,18.78
1,TX,MORTGAGE,21.17,53000.0,9,218015,31368,20500,30000,9.44,629.18,B,28408.62,909.61,Low,0.57,0.14,21.31
3,NY,OWN,6.42,175000.0,5,756153,101918,3500,25000,11.99,555.99,B,23438.11,1184.75,High,0.14,0.13,6.55
10,IL,MORTGAGE,7.04,70000.0,9,327054,17608,69800,40000,9.44,838.91,B,37878.15,1254.77,Low,0.57,0.05,7.09
9,MI,MORTGAGE,35.5,43000.0,28,237785,47921,35700,21000,10.91,686.62,B,18476.05,883.69,Low,0.49,0.2,35.7
8,FL,MORTGAGE,26.05,90000.0,7,334941,49492,500,12000,9.44,251.68,B,11363.42,354.41,High,0.13,0.15,26.2
10,NY,OWN,18.22,125000.0,27,557584,59865,38200,28000,11.98,622.57,B,27310.5,537.0,High,0.22,0.11,18.33
10,NY,MORTGAGE,23.03,85000.0,23,349945,44783,37300,15000,9.93,318.19,B,14412.97,350.99,High,0.18,0.13,23.16
9,NH,RENT,29.32,60000.0,12,88864,52437,14200,5000,10.91,163.49,B,4316.14,164.04,Low,0.08,0.59,29.91
5,NV,MORTGAGE,62.48,30000.0,17,190832,57345,19700,32000,9.44,1024.16,B,28873.64,953.5,Low,1.07,0.3,62.78
9,MN,MORTGAGE,24.81,70000.0,9,297982,54997,18500,26400,9.43,553.55,B,24999.24,785.78,Low,0.38,0.18,24.99
10,KS,OWN,9.92,67500.0,5,99557,25512,11000,10000,9.43,209.68,B,9603.61,253.61,Low,0.15,0.26,10.18
4,CA,MORTGAGE,5.66,200000.0,11,561963,42084,22000,7000,9.93,225.65,B,6320.73,219.47,High,0.04,0.07,5.73
3,CA,MORTGAGE,13.33,100000.0,4,45949,24685,900,35000,9.44,1120.18,B,30708.78,1291.32,High,0.35,0.54,13.87
5,IL,OWN,28.23,46000.0,10,83859,28733,13500,6000,9.44,192.03,B,5264.37,207.21,Low,0.13,0.34,28.57
2,CA,RENT,1.77,17000.0,3,1300,399,0,4800,11.98,159.39,B,4462.24,146.36,Low,0.28,0.31,2.08
10,GA,MORTGAGE,4.94,60000.0,9,420193,5003,4600,15000,9.44,314.59,B,14204.31,446.94,Low,0.25,0.01,4.95
1,TX,RENT,16.53,40000.0,6,60437,63252,5000,2500,11.99,83.03,B,0.0,34.46,Low,0.06,1.05,17.58
9,NY,MORTGAGE,12.51,150000.0,11,566589,38136,36600,30000,9.44,960.15,B,26321.83,1106.85,High,0.2,0.07,12.58
2,IL,MORTGAGE,3.44,29000.0,6,307500,2686,13500,5000,10.42,162.33,B,4395.02,199.43,Low,0.17,0.01,3.45
10,OK,MORTGAGE,15.37,54100.0,3,35015,18043,6800,2300,10.91,75.21,B,2079.82,80.66,Low,0.04,0.52,15.89
10,TX,OWN,29.28,38000.0,15,82380,27300,49600,13500,9.44,283.13,B,12601.32,509.89,Low,0.36,0.33,29.61
10,OH,MORTGAGE,22.65,74000.0,15,361341,50844,36100,19600,10.42,420.51,B,18585.61,616.6,High,0.26,0.14,22.79
0,TX,RENT,8.38,50000.0,11,37300,16232,37300,20000,10.41,649.21,B,18560.45,496.51,Low,0.4,0.44,8.82
10,AZ,MORTGAGE,16.19,110000.0,15,342336,60805,22250,20000,11.99,444.79,B,19005.39,771.23,High,0.18,0.18,16.37
4,CT,MORTGAGE,23.08,258000.0,30,816950,233804,74900,20000,10.91,653.93,B,18085.7,689.3,High,0.08,0.29,23.37
10,CA,MORTGAGE,9.13,72000.0,8,23400,13222,8500,4000,10.41,129.85,B,3712.07,99.31,High,0.06,0.57,9.7
7,MO,MORTGAGE,13.08,49000.0,8,125503,32285,0,17500,10.42,375.46,B,16594.28,585.99,Low,0.36,0.26,13.34
10,NJ,MORTGAGE,14.9,154400.0,14,585643,120709,62000,29000,9.43,608.07,B,27850.48,659.5,High,0.19,0.21,15.11
3,VA,RENT,27.4,200000.0,12,1598627,161087,38500,20000,9.93,424.26,B,18684.61,794.88,High,0.1,0.1,27.5
10,IL,MORTGAGE,16.54,150000.0,10,499711,89584,22500,13000,9.92,418.99,B,12374.37,255.35,High,0.09,0.18,16.72
6,UT,MORTGAGE,23.96,116000.0,11,269307,269011,22800,15000,9.92,318.12,B,14412.81,358.9,High,0.13,1.0,24.96
10,PA,MORTGAGE,24.86,72000.0,8,261391,65409,41000,40000,9.92,1289.19,B,38075.03,708.52,High,0.56,0.25,25.11
10,TX,RENT,20.14,77000.0,5,47456,44103,11000,15000,10.42,486.98,B,13185.1,606.77,High,0.19,0.93,21.07
3,MA,MORTGAGE,10.02,53574.0,6,29600,13867,14600,10000,10.42,214.55,B,9392.44,329.06,Low,0.19,0.47,10.49
1,OH,MORTGAGE,29.07,58000.0,24,245373,102325,22400,24000,10.91,520.75,B,22459.49,1157.79,Low,0.41,0.42,29.49
10,MA,RENT,11.37,62000.0,2,22300,18392,10300,8000,10.9,261.54,B,7620.54,138.78,Low,0.13,0.82,12.19
6,WI,RENT,8.37,260000.0,12,134503,68541,52800,40000,11.99,889.58,B,38013.61,1545.29,High,0.15,0.51,8.88
8,NY,RENT,19.26,110000.0,14,116736,108092,12800,13000,9.92,418.99,B,0.0,79.56,High,0.12,0.93,20.19
8,NC,MORTGAGE,13.08,50000.0,4,24718,19917,11900,10000,11.99,332.1,B,8815.64,476.15,Low,0.2,0.81,13.89
5,OH,RENT,27.42,60000.0,18,101484,56091,13800,17600,9.93,567.33,B,15892.19,551.8,Low,0.29,0.55,27.97
9,IL,OWN,16.03,39000.0,17,202591,81781,16800,11200,10.9,366.15,B,10668.76,187.5,Low,0.29,0.4,16.43
10,CA,RENT,32.52,30000.0,18,106800,28705,96400,5600,9.44,179.23,B,4913.4,206.61,Low,0.19,0.27,32.79
10,CT,OWN,4.79,90000.0,6,40444,19724,14000,4500,9.93,145.06,B,4063.33,141.09,High,0.05,0.49,5.28
5,CT,RENT,12.44,65000.0,14,56935,24549,17200,30000,11.98,667.04,B,28886.33,906.93,Low,0.46,0.43,12.87
9,CA,OWN,11.63,38400.0,23,97200,18855,54100,1500,9.92,48.35,B,375.21,18.61,Low,0.04,0.19,11.82
3,CO,MORTGAGE,10.26,142500.0,12,416708,80187,32100,40000,9.93,848.51,B,37904.12,1276.09,High,0.28,0.19,10.45
4,GA,MORTGAGE,31.42,45000.0,13,260116,98408,35500,16200,10.42,525.93,B,14638.77,537.8,Low,0.36,0.38,31.8
1,NJ,OWN,40.02,35000.0,15,86985,33368,54400,30000,11.99,667.19,B,28886.63,878.09,Low,0.86,0.38,40.4
2,NJ,RENT,8.85,80000.0,11,78048,25715,23600,23000,11.98,511.39,B,22146.21,649.76,High,0.29,0.33,9.18
1,CT,OWN,14.33,200000.0,15,426582,78198,48700,40000,9.92,1289.19,B,36118.1,1252.82,High,0.2,0.18,14.51
10,MO,MORTGAGE,12.38,100000.0,7,56772,33495,25000,40000,10.91,1307.85,B,35192.46,1707.47,High,0.4,0.59,12.97
3,MI,OWN,19.86,95000.0,9,330416,60597,25500,20500,9.44,656.11,B,17986.55,756.35,High,0.22,0.18,20.04
2,CA,RENT,12.97,60000.0,13,64896,45623,26900,11500,9.43,368.01,B,10660.52,258.53,Low,0.19,0.7,13.67
2,GA,MORTGAGE,32.32,68000.0,7,85448,72536,29600,20000,10.41,428.99,B,19226.86,502.26,Low,0.29,0.85,33.17
9,CA,MORTGAGE,30.07,102000.0,20,568790,129954,11300,24000,10.9,784.6,B,22284.71,623.98,High,0.24,0.23,30.3
10,GA,MORTGAGE,15.31,75000.0,23,88855,28400,15400,35000,10.9,759.25,B,33663.94,899.3,High,0.47,0.32,15.63
10,VT,MORTGAGE,18.61,71000.0,13,380182,30014,16900,1000,9.92,32.23,B,927.51,23.65,High,0.01,0.08,18.69
6,CA,MORTGAGE,14.61,300000.0,11,770922,158201,59900,24000,9.93,509.11,B,22421.54,940.61,High,0.08,0.21,14.82
10,NY,RENT,11.32,88000.0,14,45671,29473,10100,35000,16.01,1230.67,C,32678.16,1339.04,High,0.4,0.65,11.97
4,CA,RENT,7.37,200000.0,7,60558,32861,12900,30000,14.08,699.3,C,28222.27,1695.3,High,0.15,0.54,7.91
7,KS,RENT,33.16,58700.0,17,128965,100361,10000,15000,13.58,509.61,C,14316.43,313.02,Low,0.26,0.78,33.94
2,IL,RENT,33.98,57600.0,7,115633,85788,6000,20000,15.05,476.33,C,18843.88,1208.81,Low,0.35,0.74,34.72
10,CA,RENT,25.0,24000.0,8,30500,16231,26600,16000,13.59,543.67,C,14146.13,852.4,Low,0.67,0.53,25.53
3,AL,RENT,30.62,37000.0,35,124982,135407,17300,15000,14.08,513.25,C,13273.7,795.43,Low,0.41,1.08,31.7
2,WI,RENT,19.23,90000.0,14,62308,25827,4300,15000,16.02,527.51,C,13319.42,943.62,High,0.17,0.41,19.64
4,OH,MORTGAGE,38.88,60000.0,18,226362,112198,12100,18000,14.07,419.49,C,17367.32,611.72,Low,0.3,0.5,39.38
10,PA,MORTGAGE,35.15,125000.0,10,645243,157431,20900,20000,14.07,684.24,C,18634.9,671.99,High,0.16,0.24,35.39
10,OH,MORTGAGE,20.6,142000.0,30,299797,85173,20500,30000,16.02,729.87,C,28308.59,1931.24,High,0.21,0.28,20.88
10,FL,MORTGAGE,15.95,68000.0,7,319454,37863,19400,8000,13.58,271.8,C,7450.02,259.38,Low,0.12,0.12,16.07
10,OH,MORTGAGE,24.88,96000.0,28,216244,71954,21250,30500,15.05,726.4,C,28736.93,1843.43,High,0.32,0.33,25.21
7,VA,MORTGAGE,18.11,126049.0,14,561767,214234,31400,7000,14.08,239.52,C,6359.29,311.89,High,0.06,0.38,18.49
5,VA,OWN,35.77,30000.0,15,53150,23483,27000,12000,12.61,270.65,C,11561.78,319.09,Low,0.4,0.44,36.21
3,OH,OWN,19.65,78000.0,21,203513,79020,30300,24000,12.61,541.3,C,23123.55,713.82,High,0.31,0.39,20.04
1,NY,OWN,21.48,119000.0,18,107795,62840,55800,25000,13.58,849.35,C,23281.4,810.59,High,0.21,0.58,22.06
1,NY,MORTGAGE,22.49,100000.0,12,220075,98692,36000,36000,12.62,812.13,C,33786.28,1821.69,High,0.36,0.45,22.94
10,MO,MORTGAGE,24.99,62000.0,12,174390,32037,6750,21000,12.62,473.74,C,19972.37,882.06,Low,0.34,0.18,25.17
4,NY,RENT,9.09,35000.0,6,19023,6155,1300,6000,12.61,201.04,C,5581.66,180.58,Low,0.17,0.32,9.41
10,NJ,MORTGAGE,17.06,70000.0,14,363649,29954,12900,24000,15.04,571.47,C,23455.27,558.1,Low,0.34,0.08,17.14
7,CA,RENT,26.32,60000.0,10,55419,36085,9000,12000,16.02,422.01,C,0.0,426.42,Low,0.2,0.65,26.97
4,NC,RENT,27.89,63938.0,11,105770,86734,13500,27000,16.02,656.88,C,25790.32,1393.81,Low,0.42,0.82,28.71
10,MN,MORTGAGE,28.65,80000.0,15,262015,45338,14850,22000,12.62,496.3,C,20647.17,1196.04,High,0.28,0.17,28.82
4,TX,MORTGAGE,13.51,130000.0,11,403408,49857,34300,40000,12.62,902.37,C,38042.58,1624.02,High,0.31,0.12,13.63
0,MI,OWN,22.73,36420.0,14,54251,37511,7200,19200,13.59,442.68,C,18283.62,825.35,Low,0.53,0.69,23.42
2,IL,MORTGAGE,19.17,85000.0,10,456425,62890,15700,20000,16.02,486.58,C,19103.93,1094.75,High,0.24,0.14,19.31
6,MI,MORTGAGE,9.92,100800.0,9,299585,30183,4500,15000,12.61,338.31,C,14452.23,446.14,High,0.15,0.1,10.02
1,MD,RENT,18.87,50000.0,11,37869,17780,9600,6000,15.05,208.14,C,5318.67,354.35,Low,0.12,0.47,19.34
10,OH,MORTGAGE,31.49,70000.0,25,122531,70141,16500,20000,15.04,476.22,C,19314.92,726.87,Low,0.29,0.57,32.06
10,CA,MORTGAGE,25.81,97500.0,11,426332,64048,21300,35000,15.05,833.57,C,0.0,1429.68,High,0.36,0.15,25.96
3,CA,RENT,28.02,49000.0,10,92175,51727,20200,11000,16.01,267.56,C,10632.74,415.85,Low,0.22,0.56,28.58
1,CA,RENT,6.72,110000.0,8,58600,17442,29400,16000,12.61,536.11,C,13556.57,501.61,High,0.15,0.3,7.02
1,CA,RENT,18.87,90000.0,15,161272,23769,117500,30000,12.61,1005.2,C,29310.05,273.22,High,0.33,0.15,19.02
7,CA,RENT,18.37,65000.0,11,56450,38553,9500,20000,16.02,486.58,C,18872.39,1269.69,Low,0.31,0.68,19.05
2,CA,RENT,21.05,26000.0,6,32430,23005,6800,2400,12.62,80.43,C,2175.73,95.77,Low,0.09,0.71,21.76
10,MD,MORTGAGE,20.24,81000.0,6,302710,41767,10200,14000,12.61,469.09,C,13023.89,411.54,High,0.17,0.14,20.38
6,GA,RENT,5.63,55000.0,27,197370,192044,57000,36000,12.62,812.13,C,34238.33,1461.61,Low,0.65,0.97,6.6
10,NE,MORTGAGE,22.06,130000.0,16,481307,75750,93000,16525,12.61,553.7,C,15372.83,497.35,High,0.13,0.16,22.22
10,CO,MORTGAGE,10.01,130000.0,7,539185,49956,10000,1200,15.04,41.63,C,619.23,43.12,High,0.01,0.09,10.1
9,OH,MORTGAGE,33.28,82000.0,16,190384,62810,20000,35000,12.61,789.39,C,33721.87,1065.52,High,0.43,0.33,33.61
10,PA,RENT,19.28,61000.0,5,50120,22014,9300,11200,12.62,252.67,C,10651.9,446.88,Low,0.18,0.44,19.72
3,CA,RENT,18.69,110000.0,9,326391,99193,8500,10000,15.04,346.85,C,9778.48,108.62,High,0.09,0.3,18.99
4,TN,MORTGAGE,7.2,100000.0,8,42300,21660,37700,20000,13.59,461.13,C,19045.42,874.84,High,0.2,0.51,7.71
8,AZ,MORTGAGE,41.35,67400.0,9,358633,84130,15000,22000,16.02,535.24,C,21014.32,1155.28,Low,0.33,0.23,41.58
10,AZ,MORTGAGE,26.24,74000.0,17,313410,48309,40500,14000,12.61,315.76,C,13488.73,426.2,High,0.19,0.15,26.39
3,IL,RENT,4.15,57000.0,11,115137,119006,18500,10000,15.05,346.9,C,8864.46,590.6,Low,0.18,1.03,5.18
5,IL,RENT,14.5,12000.0,8,13200,5262,13200,6000,16.01,210.98,C,5601.95,229.55,Low,0.5,0.4,14.9
10,WI,MORTGAGE,17.04,84000.0,10,181827,28628,22900,25000,15.05,595.41,C,23851.14,1211.88,High,0.3,0.16,17.2
3,CO,RENT,17.67,35860.0,5,32350,15627,20600,13000,15.05,309.62,C,12402.56,630.17,Low,0.36,0.48,18.15
3,MN,OWN,5.52,34800.0,10,16700,3410,9600,30000,12.62,676.78,C,28531.92,1196.97,Low,0.86,0.2,5.72
10,OK,MORTGAGE,21.05,72900.0,8,279032,55690,27400,35000,12.62,1172.9,C,31729.59,1396.65,High,0.48,0.2,21.25
3,MA,RENT,16.5,60000.0,6,59336,39642,5800,10000,14.07,342.12,C,9317.45,312.54,Low,0.17,0.67,17.17
10,KY,OWN,20.54,42000.0,9,44729,35079,14600,20000,13.58,461.03,C,19287.91,655.91,Low,0.48,0.78,21.32
3,GA,MORTGAGE,48.96,62339.0,10,296471,82020,10000,20000,12.62,670.23,C,18131.19,777.05,Low,0.32,0.28,49.24
10,AL,MORTGAGE,13.72,90000.0,11,324219,49013,7000,15000,14.07,349.57,C,14472.78,498.04,High,0.17,0.15,13.87
2,CA,OWN,23.98,56000.0,13,123173,101218,9900,5600,12.61,187.64,C,5341.06,112.42,Low,0.1,0.82,24.8
1,MD,MORTGAGE,19.36,82000.0,15,454216,43850,20000,7000,12.61,234.55,C,6511.93,210.68,High,0.09,0.1,19.46
10,FL,RENT,14.72,31800.0,3,77870,71219,11000,15000,12.61,338.31,C,14452.23,446.14,Low,0.47,0.91,15.63
6,AZ,RENT,17.71,25000.0,5,28352,13094,17500,10000,15.05,238.17,C,9540.43,484.75,Low,0.4,0.46,18.17
6,OK,MORTGAGE,27.0,60000.0,12,294395,53346,34200,30000,14.08,1026.5,C,27254.14,1336.67,Low,0.5,0.18,27.18
7,TX,MORTGAGE,10.91,155000.0,13,518388,72076,57300,10000,12.62,335.12,C,9067.14,400.61,High,0.06,0.14,11.05
10,MI,MORTGAGE,18.3,112000.0,21,109004,48431,66500,25000,15.05,595.41,C,23554.86,1511.01,High,0.22,0.44,18.74
10,MA,MORTGAGE,28.54,38000.0,13,200880,16847,16800,8125,14.07,277.97,C,7381.23,355.41,Low,0.21,0.08,28.62
10,IL,RENT,12.58,75000.0,9,58463,23720,19200,30000,13.59,691.69,C,28568.14,1289.6,High,0.4,0.41,12.99
4,CA,RENT,19.46,47800.0,9,42196,24873,20700,8000,13.59,271.84,C,7262.63,343.95,Low,0.17,0.59,20.05
7,MS,MORTGAGE,13.39,104176.66,7,236721,41426,20800,3500,14.08,119.76,C,3179.64,155.94,High,0.03,0.17,13.56
10,CO,MORTGAGE,18.98,60000.0,7,209695,27517,14500,6000,14.08,205.3,C,5450.83,262.64,Low,0.1,0.13,19.11
10,TX,MORTGAGE,27.94,125000.0,15,235882,114633,32000,24000,12.62,804.27,C,21182.0,1186.52,High,0.19,0.49,28.43
4,NC,RENT,30.63,56419.68,13,87570,63428,15100,2500,15.04,86.72,C,2331.75,89.82,Low,0.04,0.72,31.35
10,TX,RENT,41.06,20000.0,7,44092,16281,9000,17600,13.58,405.7,C,16973.38,577.2,Low,0.88,0.37,41.43
0,MD,MORTGAGE,8.81,65000.0,8,261936,15201,13700,3000,13.59,101.94,C,2652.39,156.43,Low,0.05,0.06,8.87
10,CA,MORTGAGE,26.17,55584.0,8,302478,23552,13500,13775,13.59,468.06,C,12505.39,613.04,Low,0.25,0.08,26.25
6,CA,OWN,19.45,90000.0,10,412400,42222,45400,22000,14.08,752.77,C,19470.5,1217.14,High,0.24,0.1,19.55
10,FL,MORTGAGE,25.32,130000.0,14,364017,101088,7050,17325,15.05,601.01,C,15760.98,825.53,High,0.13,0.28,25.6
10,CA,RENT,26.16,105000.0,10,116998,76569,13300,6000,13.59,203.88,C,5446.97,257.96,High,0.06,0.65,26.81
10,FL,OWN,24.93,23000.0,3,28100,17347,28100,6000,12.61,201.04,C,5581.66,180.58,Low,0.26,0.62,25.55
2,KS,MORTGAGE,34.98,48000.0,30,234632,113952,27500,13000,14.08,303.03,C,12387.34,574.04,Low,0.27,0.49,35.47
10,MD,MORTGAGE,27.46,50000.0,11,208731,41333,14200,28000,15.04,666.71,C,27040.75,1017.48,Low,0.56,0.2,27.66
10,FL,MORTGAGE,24.53,62712.0,26,232192,60698,27100,10000,12.61,335.07,C,9302.76,300.96,Low,0.16,0.26,24.79
10,TX,MORTGAGE,22.02,150000.0,10,401071,109348,28300,12000,14.08,410.6,C,10618.97,662.58,High,0.08,0.27,22.29
1,FL,RENT,32.12,25000.0,4,41299,27927,14000,10000,13.59,339.79,C,9078.33,429.94,Low,0.4,0.68,32.8
9,IL,RENT,31.62,40000.0,6,53700,28051,20300,16000,15.05,555.04,C,14555.62,742.34,Low,0.4,0.52,32.14
7,PA,MORTGAGE,35.47,85000.0,21,133498,105317,16000,17000,16.01,597.76,C,15872.23,635.27,High,0.2,0.79,36.26
10,GA,MORTGAGE,35.49,88272.0,13,296178,118885,9100,11000,16.02,267.62,C,10379.81,698.33,High,0.12,0.4,35.89
10,TN,OWN,23.47,66144.0,11,45344,20480,4800,5000,14.08,171.09,C,4424.95,276.49,Low,0.08,0.45,23.92
0,WA,RENT,25.3,57500.0,13,64762,26228,40700,10000,12.62,335.12,C,9065.57,416.17,Low,0.17,0.4,25.7
5,CA,MORTGAGE,12.99,85000.0,17,556342,37022,14800,17000,15.04,404.79,C,16417.59,603.55,High,0.2,0.07,13.06
2,UT,MORTGAGE,29.68,26000.0,9,56062,29752,31500,10000,14.08,342.17,C,8849.12,552.15,Low,0.38,0.53,30.21
0,CA,RENT,19.38,35000.0,14,26700,11720,7700,5000,15.04,173.43,C,1477.22,133.3,Low,0.14,0.44,19.82
1,NJ,RENT,15.2,55120.0,7,47400,27911,41900,25000,12.62,563.98,C,23462.69,1265.06,Low,0.45,0.59,15.79
10,WI,RENT,21.99,125000.0,22,190647,117691,94600,35000,14.08,815.85,C,33350.52,1586.54,High,0.28,0.62,22.61
